Rank,Model,Elo,Elo_lo,Elo_hi,Elo-Alt (Wolf/Spy),Elo-Main (Vil/Civ),Win Rate,Matches
1,gpt-5-mini,1049,1016,1085,1000,1000,44.4%,33
2,gpt-4o-mini,1046,1019,1076,1000,1000,44.4%,48
3,Qwen3-32B,1012,984,1041,1000,1000,37.0%,54
4,Qwen2.5-3B,995,963,1026,1000,1000,32.5%,39
5,gpt-4o,990,962,1022,1000,1000,31.8%,44
6,Qwen3-4B,958,927,988,1000,1000,25.0%,40
7,Gemma3-27B,945,917,971,1000,1000,21.0%,54
